,SUBST,PRON,VERB,ADJ,ART,PREP,UNC,ADV,CONJ,INTERJ
real,0.0,0.0,0.0,0.9964912280701754,0.0,0.0,0.0,0.0035087719298245615,0.0,0.0
means,0.397887323943662,0.0,0.602112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
group,0.9929078014184397,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
power,0.9857651245551602,0.0,0.014234875444839857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itself,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
become,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
someone,0.0,0.9963369963369964,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0
night,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
given,0.0,0.0,0.9481481481481482,0.05185185185185185,0.0,0.0,0.0,0.0,0.0,0.0
second,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
control,0.8104089219330854,0.0,0.1895910780669145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
british,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
told,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
although,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
oh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
taken,0.0,0.0,0.9962121212121212,0.003787878787878788,0.0,0.0,0.0,0.0,0.0,0.0
turned,0.0,0.0,0.9848484848484849,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0
anything,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order,0.9541984732824428,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kind,0.9689922480620154,0.0,0.0,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.0
late,0.0,0.0,0.0,0.8132295719844358,0.0,0.0,0.0,0.1867704280155642,0.0,0.0
country,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
english,0.2723735408560311,0.0,0.0,0.7276264591439688,0.0,0.0,0.0,0.0,0.0,0.0
public,0.28125,0.0,0.0,0.71484375,0.0,0.0,0.0,0.00390625,0.0,0.0
cameron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mean,0.003952569169960474,0.0,0.9762845849802372,0.019762845849802372,0.0,0.0,0.0,0.0,0.0,0.0
doing,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
support,0.688,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
times,0.992,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0
looking,0.0,0.0,0.984,0.016,0.0,0.0,0.0,0.0,0.0,0.0
position,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felt,0.012,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground,0.98,0.0,0.016,0.004,0.0,0.0,0.0,0.0,0.0,0.0
hard,0.004016064257028112,0.0,0.0,0.6586345381526104,0.0,0.0,0.0,0.3373493975903614,0.0,0.0
working,0.0963855421686747,0.0,0.7068273092369478,0.19678714859437751,0.0,0.0,0.0,0.0,0.0,0.0
movement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
door,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
called,0.0,0.0,0.9919354838709677,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0
big,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
towards,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
health,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
national,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
free,0.0,0.0,0.04065040650406504,0.959349593495935,0.0,0.0,0.0,0.0,0.0,0.0
name,0.8975409836065574,0.0,0.10245901639344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remember,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
words,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
show,0.384297520661157,0.0,0.6157024793388429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particular,0.008264462809917356,0.0,0.0,0.9917355371900827,0.0,0.0,0.0,0.0,0.0,0.0
else,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
idea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problems,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
large,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
open,0.0,0.0,0.3025210084033613,0.6890756302521008,0.0,0.0,0.0,0.008403361344537815,0.0,0.0
start,0.31512605042016806,0.0,0.6848739495798319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clear,0.0,0.0,0.1148936170212766,0.8723404255319149,0.0,0.0,0.0,0.01276595744680851,0.0,0.0
certain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
either,0.0,0.0,0.0,0.19148936170212766,0.0,0.0,0.0,0.8085106382978723,0.0,0.0
community,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ireland,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
white,0.11587982832618025,0.0,0.0,0.8841201716738197,0.0,0.0,0.0,0.0,0.0,0.0
using,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sometimes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
difficult,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
behind,0.0,0.0,0.0,0.0,0.0,0.8441558441558441,0.0,0.15584415584415584,0.0,0.0
schools,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
across,0.0,0.0,0.0,0.0,0.0,0.8304347826086956,0.0,0.16956521739130434,0.0,0.0
above,0.0,0.0,0.0,0.06521739130434782,0.0,0.5956521739130435,0.0,0.3391304347826087,0.0,0.0
read,0.013043478260869565,0.0,0.9869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
father,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
service,0.9956140350877193,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
known,0.0,0.0,0.9429824561403509,0.05701754385964912,0.0,0.0,0.0,0.0,0.0,0.0
government,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
area,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
view,0.9292035398230089,0.0,0.07079646017699115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
held,0.0,0.0,0.9955555555555555,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
usually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
death,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plants,0.9955357142857143,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voice,0.9954954954954955,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
close,0.027149321266968326,0.0,0.16289592760180996,0.579185520361991,0.0,0.0,0.0,0.23076923076923078,0.0,0.0
political,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wanted,0.0,0.0,0.9954545454545455,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
period,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saw,0.0182648401826484,0.0,0.9817351598173516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.9908675799086758,0.0,0.0091324200913242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
age,0.9817351598173516,0.0,0.0182648401826484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whose,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
top,0.6055045871559633,0.0,0.022935779816513763,0.37155963302752293,0.0,0.0,0.0,0.0,0.0,0.0
mental,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
themselves,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,0.037037037037037035,0.0,0.0,0.17592592592592593,0.0,0.49537037037037035,0.0,0.2916666666666667,0.0,0.0
books,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
past,0.4398148148148148,0.0,0.0,0.2037037037037037,0.0,0.28703703703703703,0.0,0.06944444444444445,0.0,0.0
black,0.06481481481481481,0.0,0.009259259259259259,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0
along,0.0,0.0,0.0,0.0,0.0,0.42790697674418604,0.0,0.5720930232558139,0.0,0.0
change,0.5280373831775701,0.0,0.4719626168224299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knew,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind,0.9812206572769953,0.0,0.018779342723004695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
question,0.9433962264150944,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tennis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matter,0.8436018957345972,0.0,0.15639810426540285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
food,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
society,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particularly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
move,0.23444976076555024,0.0,0.7655502392344498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
special,0.004784688995215311,0.0,0.0,0.9952153110047847,0.0,0.0,0.0,0.0,0.0,0.0
myself,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
act,0.7403846153846154,0.0,0.25961538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ask,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everything,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
services,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hands,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
film,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drama,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
law,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
television,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
necessary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
main,0.01485148514851485,0.0,0.0,0.9851485148514851,0.0,0.0,0.0,0.0,0.0,0.0
sort,0.9405940594059405,0.0,0.0594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
general,0.08955223880597014,0.0,0.0,0.9104477611940298,0.0,0.0,0.0,0.0,0.0,0.0
says,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yourself,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thinking,0.3417085427135678,0.0,0.6582914572864321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
religious,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
simply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
needs,0.41414141414141414,0.0,0.5858585858585859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aids,0.9949238578680203,0.0,0.005076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modern,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
easy,0.0,0.0,0.0,0.9644670050761421,0.0,0.0,0.0,0.03553299492385787,0.0,0.0
advice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
among,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
works,0.6307692307692307,0.0,0.36923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pay,0.08717948717948718,0.0,0.9128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straight,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.6153846153846154,0.0,0.0
charge,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seems,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
writing,0.4742268041237113,0.0,0.5257731958762887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
present,0.25906735751295334,0.0,0.20207253886010362,0.538860103626943,0.0,0.0,0.0,0.0,0.0,0.0
living,0.40625,0.0,0.3697916666666667,0.22395833333333334,0.0,0.0,0.0,0.0,0.0,0.0
run,0.24607329842931938,0.0,0.7539267015706806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
likely,0.0,0.0,0.0,0.9790575916230366,0.0,0.0,0.0,0.020942408376963352,0.0,0.0
mrs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
play,0.4263157894736842,0.0,0.5736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pub,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
short,0.015873015873015872,0.0,0.0,0.9470899470899471,0.0,0.0,0.0,0.037037037037037035,0.0,0.0
doctor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
several,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
feet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foot,0.9894179894179894,0.0,0.005291005291005291,0.0,0.0,0.0,0.005291005291005291,0.0,0.0,0.0
goldberg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colour,0.9521276595744681,0.0,0.047872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terms,0.9946808510638298,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nature,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low,0.015957446808510637,0.0,0.0,0.9361702127659575,0.0,0.0,0.0,0.047872340425531915,0.0,0.0
true,0.005319148936170213,0.0,0.005319148936170213,0.9840425531914894,0.0,0.0,0.0,0.005319148936170213,0.0,0.0
friends,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
word,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.15053763440860216,0.0,0.8494623655913979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsnet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
especially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
longer,0.0,0.0,0.0,0.2717391304347826,0.0,0.0,0.0,0.7282608695652174,0.0,0.0
level,0.8532608695652174,0.0,0.04891304347826087,0.09782608695652174,0.0,0.0,0.0,0.0,0.0,0.0
therefore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
human,0.0273224043715847,0.0,0.0,0.9726775956284153,0.0,0.0,0.0,0.0,0.0,0.0
bit,0.9562841530054644,0.0,0.04371584699453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
getting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gone,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
punch,0.9180327868852459,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trying,0.0,0.0,0.994535519125683,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0
herself,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
makes,0.016483516483516484,0.0,0.9835164835164835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
field,0.9835164835164835,0.0,0.016483516483516484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
action,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leave,0.03296703296703297,0.0,0.967032967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,0.9505494505494505,0.0,0.04945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
line,0.9779005524861878,0.0,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
practice,0.994475138121547,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rest,0.8611111111111112,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subject,0.9333333333333333,0.0,0.005555555555555556,0.06111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
live,0.0,0.0,0.9111111111111111,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
pilot,0.9944444444444445,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
following,0.022222222222222223,0.0,0.3888888888888889,0.5611111111111111,0.0,0.022222222222222223,0.0,0.005555555555555556,0.0,0.0
red,0.18888888888888888,0.0,0.0,0.8111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
half,0.16201117318435754,0.0,0.0,0.7262569832402235,0.0,0.0,0.0,0.11173184357541899,0.0,0.0
effect,0.9497206703910615,0.0,0.05027932960893855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
research,0.9441340782122905,0.0,0.055865921787709494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piece,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brought,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seem,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taking,0.016853932584269662,0.0,0.9775280898876404,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0
students,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrong,0.03389830508474576,0.0,0.0,0.9378531073446328,0.0,0.0,0.0,0.02824858757062147,0.0,0.0
believe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
written,0.0,0.0,0.8579545454545454,0.14204545454545456,0.0,0.0,0.0,0.0,0.0,0.0
knowledge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
force,0.8522727272727273,0.0,0.14204545454545456,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0
hotel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
table,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
strong,0.0,0.0,0.0,0.9942528735632183,0.0,0.0,0.0,0.005747126436781609,0.0,0.0
week,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,0.6994219653179191,0.0,0.30057803468208094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,0.040697674418604654,0.0,0.0,0.9593023255813954,0.0,0.0,0.0,0.0,0.0,0.0
range,0.9767441860465116,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hair,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
competition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seemed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
job,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simple,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
everyone,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
started,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural,0.005952380952380952,0.0,0.0,0.9940476190476191,0.0,0.0,0.0,0.0,0.0,0.0
heart,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
write,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
talk,0.19161676646706588,0.0,0.8083832335329342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
england,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
understand,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mother,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeling,0.6566265060240963,0.0,0.3433734939759036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
centre,0.9939759036144579,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lower,0.012048192771084338,0.0,0.1927710843373494,0.7409638554216867,0.0,0.0,0.0,0.05421686746987952,0.0,0.0
became,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
business,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sat,0.012195121951219513,0.0,0.9878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protestant,0.29878048780487804,0.0,0.0,0.7012195121951219,0.0,0.0,0.0,0.0,0.0,0.0
education,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cut,0.20245398773006135,0.0,0.7852760736196319,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0
menzies,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hold,0.13580246913580246,0.0,0.8641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
months,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
century,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
major,0.11875,0.0,0.0,0.88125,0.0,0.0,0.0,0.0,0.0,0.0
final,0.19375,0.0,0.0,0.80625,0.0,0.0,0.0,0.0,0.0,0.0
today,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
five,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fine,0.05,0.0,0.00625,0.93125,0.0,0.0,0.0,0.0125,0.0,0.0
cold,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
lost,0.0,0.0,0.8113207547169812,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0
uk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
members,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groups,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inside,0.10126582278481013,0.0,0.0,0.06329113924050633,0.0,0.43037974683544306,0.0,0.4050632911392405,0.0,0.0
2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
areas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
dark,0.22929936305732485,0.0,0.0,0.7707006369426752,0.0,0.0,0.0,0.0,0.0,0.0
james,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per,0.0,0.0,0.0,0.0,0.0,0.46496815286624205,0.535031847133758,0.0,0.0,0.0
reality,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
style,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reason,0.9935483870967742,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quickly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
road,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
company,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
physical,0.01948051948051948,0.0,0.0,0.9805194805194806,0.0,0.0,0.0,0.0,0.0,0.0
beer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
picture,0.9738562091503268,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flying,0.28289473684210525,0.0,0.5,0.21710526315789475,0.0,0.0,0.0,0.0,0.0,0.0
roman,0.006622516556291391,0.0,0.0,0.9933774834437086,0.0,0.0,0.0,0.0,0.0,0.0
